timestamp,origin,destination,departure_date,return_date,trip_length_days,cabin_class,passengers,lowest_price_mxn,airline,stops,duration,url
2026-05-23 01:05:19,MEX,AMS,2026-09-02,2026-09-09,7,economy,1,16885,Air France,1 stop,14 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:05:45,MEX,AMS,2026-09-02,2026-09-10,8,economy,1,16885,Aeromexico,1 stop,14 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:06:11,MEX,AMS,2026-09-03,2026-09-10,7,economy,1,16885,Aeromexico,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:06:40,MEX,AMS,2026-09-01,2026-09-08,7,business,1,47902,Lufthansa,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 01:07:06,MEX,AMS,2026-09-01,2026-09-09,8,business,1,47902,Lufthansa,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:07:32,MEX,AMS,2026-09-02,2026-09-09,7,business,1,47902,British Airways,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:07:58,MEX,AMS,2026-09-02,2026-09-10,8,business,1,47902,British Airways,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:08:23,MEX,AMS,2026-09-03,2026-09-10,7,business,1,46931,Aeromexico,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:22:33,MEX,AMS,2026-09-01,2026-09-08,7,economy,1,16726,Air France,1 stop,14 hr 45 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 01:22:59,MEX,AMS,2026-09-01,2026-09-09,8,economy,1,16726,Air France,1 stop,14 hr 45 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:23:24,MEX,AMS,2026-09-02,2026-09-09,7,economy,1,16885,Air France,1 stop,14 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:23:50,MEX,AMS,2026-09-02,2026-09-10,8,economy,1,16885,Aeromexico,1 stop,14 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:24:16,MEX,AMS,2026-09-03,2026-09-10,7,economy,1,16885,Aeromexico,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:24:42,MEX,AMS,2026-09-01,2026-09-08,7,business,1,47902,Lufthansa,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 01:25:08,MEX,AMS,2026-09-01,2026-09-09,8,business,1,47902,Lufthansa,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:25:34,MEX,AMS,2026-09-02,2026-09-09,7,business,1,47902,British Airways,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:26:00,MEX,AMS,2026-09-02,2026-09-10,8,business,1,47902,British Airways,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:26:26,MEX,AMS,2026-09-03,2026-09-10,7,business,1,46931,Aeromexico,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:39:36,MEX,FCO,2026-09-01,2026-09-08,7,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 01:40:02,MEX,FCO,2026-09-01,2026-09-09,8,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:40:28,MEX,FCO,2026-09-02,2026-09-09,7,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:40:54,MEX,FCO,2026-09-02,2026-09-10,8,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:41:20,MEX,FCO,2026-09-03,2026-09-10,7,economy,1,16981,Lufthansa,1 stop,16 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:41:46,MEX,FCO,2026-09-01,2026-09-08,7,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 01:42:12,MEX,FCO,2026-09-01,2026-09-09,8,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:42:37,MEX,FCO,2026-09-02,2026-09-09,7,business,1,68900,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:43:03,MEX,FCO,2026-09-02,2026-09-10,8,business,1,68900,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:43:29,MEX,FCO,2026-09-03,2026-09-10,7,business,1,68883,British Airways,1 stop,31 hr 30 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:49:35,MEX,FCO,2026-09-01,2026-09-08,7,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 01:50:01,MEX,FCO,2026-09-01,2026-09-09,8,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:50:27,MEX,FCO,2026-09-02,2026-09-09,7,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 01:50:53,MEX,FCO,2026-09-02,2026-09-10,8,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:51:19,MEX,FCO,2026-09-03,2026-09-10,7,economy,1,16981,Lufthansa,1 stop,16 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 01:51:45,MEX,FCO,2026-09-01,2026-09-08,7,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 01:52:11,MEX,FCO,2026-09-01,2026-09-09,8,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:52:36,MEX,FCO,2026-09-02,2026-09-09,7,business,1,68900,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 01:53:02,MEX,FCO,2026-09-02,2026-09-10,8,business,1,68900,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 01:53:28,MEX,FCO,2026-09-03,2026-09-10,7,business,1,68883,British Airways,1 stop,31 hr 30 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:03:59,MEX,FCO,2026-09-01,2026-09-08,7,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 10:04:26,MEX,FCO,2026-09-01,2026-09-09,8,economy,1,16981,Iberia,1 stop,15 hr 15 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:04:52,MEX,FCO,2026-09-02,2026-09-09,7,economy,1,16981,Iberia,1 stop,15 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:05:18,MEX,FCO,2026-09-02,2026-09-10,8,economy,1,16981,Iberia,1 stop,15 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:05:44,MEX,FCO,2026-09-03,2026-09-10,7,economy,1,16981,Iberia,1 stop,15 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:06:10,MEX,FCO,2026-09-01,2026-09-08,7,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 10:06:36,MEX,FCO,2026-09-01,2026-09-09,8,business,1,68900,British Airways,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:07:02,MEX,FCO,2026-09-02,2026-09-09,7,business,1,69027,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:07:28,MEX,FCO,2026-09-02,2026-09-10,8,business,1,69027,British Airways,1 stop,16 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:07:54,MEX,FCO,2026-09-03,2026-09-10,7,business,1,72921,Aeromexico,1 stop,20 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:08:20,MEX,AMS,2026-09-01,2026-09-08,7,economy,1,16726,Air France,1 stop,14 hr 45 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 10:08:45,MEX,AMS,2026-09-01,2026-09-09,8,economy,1,16726,Air France,1 stop,14 hr 45 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:09:11,MEX,AMS,2026-09-02,2026-09-09,7,economy,1,16885,Air France,1 stop,13 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:09:37,MEX,AMS,2026-09-02,2026-09-10,8,economy,1,16885,Aeromexico,1 stop,13 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:10:03,MEX,AMS,2026-09-03,2026-09-10,7,economy,1,16885,Aeromexico,1 stop,15 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:10:29,MEX,AMS,2026-09-01,2026-09-08,7,business,1,56943,Air France,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 10:10:55,MEX,AMS,2026-09-01,2026-09-09,8,business,1,56943,KLM,1 stop,20 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:11:20,MEX,AMS,2026-09-02,2026-09-09,7,business,1,59838,Aeromexico,Nonstop,10 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:11:46,MEX,AMS,2026-09-02,2026-09-10,8,business,1,59811,Aeromexico,Nonstop,10 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:12:12,MEX,AMS,2026-09-03,2026-09-10,7,business,1,59811,Aeromexico,Nonstop,10 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:12:38,MEX,CDG,2026-09-01,2026-09-08,7,economy,1,17700,Aeromexico,1 stop,15 hr 33 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 10:13:04,MEX,CDG,2026-09-01,2026-09-09,8,economy,1,17700,Aeromexico,1 stop,15 hr 33 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:13:30,MEX,CDG,2026-09-02,2026-09-09,7,economy,1,17182,Air France,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:13:56,MEX,CDG,2026-09-02,2026-09-10,8,economy,1,17182,Air France,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:14:22,MEX,CDG,2026-09-03,2026-09-10,7,economy,1,19785,Air France,1 stop,14 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:14:47,MEX,CDG,2026-09-01,2026-09-08,7,business,1,66351,Aeromexico,1 stop,16 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 10:15:13,MEX,CDG,2026-09-01,2026-09-09,8,business,1,66351,Aeromexico,1 stop,16 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:15:39,MEX,CDG,2026-09-02,2026-09-09,7,business,1,71548,Aeromexico,Nonstop,10 hr 45 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:16:05,MEX,CDG,2026-09-02,2026-09-10,8,business,1,66118,Aeromexico,1 stop,27 hr 40 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:16:31,MEX,CDG,2026-09-03,2026-09-10,7,business,1,66118,Aeromexico,1 stop,16 hr 10 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:16:56,MEX,EDI,2026-09-01,2026-09-08,7,economy,1,20192,Air France,1 stop,19 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 10:17:23,MEX,EDI,2026-09-01,2026-09-09,8,economy,1,20192,Air France,1 stop,19 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:17:49,MEX,EDI,2026-09-02,2026-09-09,7,economy,1,24235,Lufthansa,1 stop,18 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:18:14,MEX,EDI,2026-09-02,2026-09-10,8,economy,1,24235,Lufthansa,1 stop,18 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:18:40,MEX,EDI,2026-09-03,2026-09-10,7,economy,1,24320,Lufthansa,1 stop,12 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:19:06,MEX,EDI,2026-09-01,2026-09-08,7,business,1,64271,British Airways,1 stop,14 hr 30 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 10:19:32,MEX,EDI,2026-09-01,2026-09-09,8,business,1,64143,British Airways,1 stop,14 hr 30 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:19:58,MEX,EDI,2026-09-02,2026-09-09,7,business,1,64143,British Airways,1 stop,13 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:20:24,MEX,EDI,2026-09-02,2026-09-10,8,business,1,64271,British Airways,1 stop,13 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:20:50,MEX,EDI,2026-09-03,2026-09-10,7,business,1,76995,British Airways,1 stop,13 hr 50 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:21:16,MEX,MAD,2026-09-01,2026-09-08,7,economy,1,15441,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-01%20returning%202026-09-08%20economy%20class%201%20passenger
2026-05-23 10:21:41,MEX,MAD,2026-09-01,2026-09-09,8,economy,1,15441,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-01%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:22:07,MEX,MAD,2026-09-02,2026-09-09,7,economy,1,15441,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-02%20returning%202026-09-09%20economy%20class%201%20passenger
2026-05-23 10:22:33,MEX,MAD,2026-09-02,2026-09-10,8,economy,1,15441,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-02%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:22:59,MEX,MAD,2026-09-03,2026-09-10,7,economy,1,16162,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 10:23:25,MEX,MAD,2026-09-01,2026-09-08,7,business,1,44080,Air France,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-01%20returning%202026-09-08%20business%20class%201%20passenger
2026-05-23 10:23:51,MEX,MAD,2026-09-01,2026-09-09,8,business,1,43938,Air France,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-01%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:24:17,MEX,MAD,2026-09-02,2026-09-09,7,business,1,51044,Lufthansa,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-02%20returning%202026-09-09%20business%20class%201%20passenger
2026-05-23 10:24:43,MEX,MAD,2026-09-02,2026-09-10,8,business,1,51129,Lufthansa,1 stop,16 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-02%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 10:25:08,MEX,MAD,2026-09-03,2026-09-10,7,business,1,52191,Lufthansa,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:05:55,MEX,FCO,2026-09-03,2026-09-10,7,economy,1,16981,Iberia,1 stop,15 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:08:05,MEX,FCO,2026-09-03,2026-09-10,7,business,1,72921,Aeromexico,1 stop,20 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:10:15,MEX,AMS,2026-09-03,2026-09-10,7,economy,1,16885,Aeromexico,1 stop,15 hr 20 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:12:24,MEX,AMS,2026-09-03,2026-09-10,7,business,1,59811,Aeromexico,Nonstop,10 hr 55 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:14:34,MEX,CDG,2026-09-03,2026-09-10,7,economy,1,19785,Air France,1 stop,14 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:16:43,MEX,CDG,2026-09-03,2026-09-10,7,business,1,66118,Aeromexico,1 stop,16 hr 10 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:18:53,MEX,EDI,2026-09-03,2026-09-10,7,economy,1,24320,Lufthansa,1 stop,12 hr 25 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:21:02,MEX,EDI,2026-09-03,2026-09-10,7,business,1,76995,British Airways,1 stop,13 hr 50 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20EDI%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:23:12,MEX,MAD,2026-09-03,2026-09-10,7,economy,1,16162,British Airways,Nonstop,10 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:25:21,MEX,MAD,2026-09-03,2026-09-10,7,business,1,52191,Lufthansa,1 stop,16 hr,https://www.google.com/travel/flights?q=Flights%20from%20MEX%20to%20MAD%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:27:30,GDL,FCO,2026-09-03,2026-09-10,7,economy,1,23166,Aeromexico,1 stop,14 hr 35 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:29:40,GDL,FCO,2026-09-03,2026-09-10,7,business,1,91641,Aeromexico,1 stop,17 hr 49 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20FCO%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:31:48,GDL,AMS,2026-09-03,2026-09-10,7,economy,1,20729,Air France,1 stop,18 hr 16 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:33:57,GDL,AMS,2026-09-03,2026-09-10,7,business,1,58284,Aeromexico,1 stop,14 hr 52 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20AMS%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
2026-05-23 12:36:07,GDL,CDG,2026-09-03,2026-09-10,7,economy,1,20530,Air France,1 stop,19 hr 36 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20economy%20class%201%20passenger
2026-05-23 12:38:16,GDL,CDG,2026-09-03,2026-09-10,7,business,1,87545,Aeromexico,1 stop,14 hr 22 min,https://www.google.com/travel/flights?q=Flights%20from%20GDL%20to%20CDG%20on%202026-09-03%20returning%202026-09-10%20business%20class%201%20passenger
